chars,letters,n_words,n_sentences,avg_syl,index_SMOG,count_top_5_in_Slovar_Slov,Fin_literacy_orientation
452,295,52,3,2.3076923076923075,7.268771825363832,8,-1
529,332,63,12,2.238095238095238,3.6593859126819157,7,-1
336,273,43,3,2.883720930232558,10.258885019106316,5,-1
517,369,56,7,2.7857142857142856,7.5221387261517805,2,-1
1320,1047,148,9,2.9662162162162162,13.872895660622072,17,-1
434,342,55,4,2.6545454545454548,10.878157738045749,8,-1
984,693,114,5,2.43859649122807,12.553279569776885,7,-1
367,294,42,2,2.7857142857142856,6.301639784888442,0,-1
1741,1383,216,13,2.837962962962963,13.921143261628272,12,-1
413,321,52,3,2.6923076923076925,7.268771825363832,2,-1
1337,1016,148,12,2.8513513513513513,11.745747090288848,10,-1
457,338,51,6,2.803921568627451,8.120832257786885,7,-1
609,463,71,3,2.8028169014084505,14.487543650727664,0,-1
829,659,101,7,2.8415841584158414,14.227386420433273,18,-1
511,260,45,9,2.511111111111111,2.997051256953484,3,-1
431,341,56,3,2.5892857142857144,12.553279569776885,2,-1
406,316,49,2,2.673469387755102,15.363327528659473,3,-1
734,556,86,6,2.7093023255813953,12.020978795960394,8,-1
994,806,119,11,2.8907563025210083,12.834287230815805,2,-1
412,309,50,3,2.52,8.891153770860452,2,-1
523,378,55,6,2.8181818181818183,8.120832257786885,2,-1
375,304,42,5,3.1904761904761907,8.891153770860452,5,-1
443,347,51,3,2.8627450980392157,8.891153770860452,7,-1
807,613,97,6,2.7938144329896906,10.258885019106316,7,-1
2513,2017,307,18,2.798045602605863,13.555085461904095,23,-1
1192,954,142,14,2.8661971830985915,10.878157738045749,9,-1
353,252,44,3,2.409090909090909,8.891153770860452,6,-1
383,278,42,2,2.761904761904762,14.02909152985272,4,-1
320,224,42,2,2.357142857142857,14.02909152985272,1,-1
544,426,64,4,2.828125,14.711394885889952,7,-1
789,592,92,5,2.5869565217391304,11.233273223882176,2,-1
428,276,45,5,2.577777777777778,5.641636611941087,10,-1
869,695,100,6,2.78,8.891153770860452,4,-1
436,346,56,3,2.732142857142857,14.487543650727664,2,-1
1051,786,118,11,2.7457627118644066,9.2842839462516,13,-1
846,613,102,10,2.6470588235294117,8.891153770860452,8,-1
508,365,58,5,2.603448275862069,9.73499870934426,10,-1
915,727,111,13,2.6936936936936937,8.544305785008612,6,-1
432,316,46,3,2.739130434782609,11.46388043860048,2,-1
1027,586,100,9,2.4,7.84716472685923,2,-1
518,396,59,6,2.8983050847457625,8.891153770860452,2,-1
349,280,47,3,2.5319148936170213,7.268771825363832,6,-1
733,461,78,8,2.3846153846153846,6.301639784888442,0,-1
1241,1002,166,16,2.5963855421686746,8.891153770860452,5,-1
1331,1113,165,12,2.7636363636363637,11.46388043860048,11,-1
1525,867,121,11,3.049586776859504,13.901425919377397,6,-1
1032,733,104,10,2.951923076923077,10.878157738045749,15,-1
511,393,60,7,2.7666666666666666,10.07492607739044,3,-1
1146,940,137,9,2.883211678832117,13.555085461904095,10,-1
569,443,67,7,2.716417910447761,9.501590946955513,5,-1
660,511,81,5,2.5925925925925926,10.510994216612493,12,-1
598,351,54,9,2.740740740740741,8.891153770860452,3,-1
1450,1158,158,10,3.0822784810126582,14.029091529852717,17,-1
512,375,59,3,2.5762711864406778,10.258885019106316,3,-1
1711,981,129,21,3.2868217054263567,10.61719992645707,8,-1
713,503,78,8,2.6538461538461537,6.301639784888442,5,-1
490,381,58,5,2.5689655172413794,4.003884166234514,5,-1
1021,775,115,8,2.6956521739130435,9.427459677332664,10,-1
402,334,44,2,3.2045454545454546,19.819420831172575,8,-1
1599,1130,157,14,3.070063694267516,12.992123914897872,8,-1
880,695,103,5,2.8640776699029127,13.163550243927082,12,-1
370,291,41,4,3.1463414634146343,12.553279569776885,5,-1
361,270,42,1,2.857142857142857,19.819420831172575,0,-1
430,280,49,12,2.2244897959183674,4.4705768854302255,12,-1
641,421,79,9,2.1645569620253164,4.217759856592294,6,-1
729,427,75,14,2.3333333333333335,3.3916420257968127,5,-1
2175,1667,261,14,2.7203065134099615,12.327976799363741,9,-1
529,383,55,5,2.981818181818182,11.911652498703544,11,-1
851,624,91,8,3.043956043956044,9.934710415586288,6,-1
1434,1067,164,15,2.6951219512195124,9.734998709344262,14,-1
530,400,67,5,2.5970149253731343,8.891153770860452,6,-1
559,435,60,4,3.2,16.59028415717215,4,-1
409,287,46,3,2.652173913043478,8.891153770860452,2,-1
1046,816,110,9,3.0636363636363635,13.555085461904095,4,-1
671,436,82,9,2.2560975609756095,5.9441025139069685,3,-1
500,391,62,4,2.8225806451612905,12.553279569776885,1,-1
357,286,43,4,2.953488372093023,14.02909152985272,1,-1
598,424,64,4,2.8125,9.934710415586288,6,-1
559,383,51,4,3.0784313725490198,12.553279569776885,7,-1
557,389,60,8,2.566666666666667,5.464078869022874,13,-1
693,555,87,6,2.632183908045977,10.258885019106316,11,-1
557,457,60,3,3.1,16.19166451557377,8,-1
635,438,71,10,2.492957746478873,5.641636611941087,3,-1
583,453,69,6,2.8405797101449277,9.599537510616244,2,-1
724,493,70,5,3.057142857142857,14.844079897039897,9,-1
739,569,85,5,2.976470588235294,14.844079897039897,4,-1
618,416,66,10,2.712121212121212,8.437454917911632,5,-1
481,389,58,3,2.7413793103448274,13.555085461904095,4,-1
468,345,53,5,2.547169811320755,6.898328263160288,6,-1
638,479,75,3,2.72,15.363327528659473,8,-1
1321,909,133,20,2.81203007518797,8.437454917911632,11,-1
386,289,45,4,2.6222222222222222,10.878157738045749,5,-1
349,272,46,3,2.5434782608695654,10.258885019106316,4,-1
557,436,66,6,2.727272727272727,8.120832257786885,5,-1
562,447,74,5,2.635135135135135,10.510994216612493,6,-1
399,287,46,3,2.760869565217391,12.553279569776885,1,-1
3448,2544,469,55,2.300639658848614,6.010704656330492,30,-1
513,354,49,6,3.0,10.258885019106316,3,-1
1568,1068,166,16,2.8012048192771086,10.178814096428074,6,-1
2559,1698,284,37,2.5246478873239435,7.317383632701997,8,-1
516,407,55,4,3.090909090909091,14.02909152985272,2,-1
346,232,40,4,2.4,6.301639784888442,0,-1
390,299,47,4,2.617021276595745,8.891153770860452,6,-1
1036,742,114,11,2.736842105263158,8.047124483212702,10,-1
1242,959,142,12,2.732394366197183,9.934710415586288,10,-1
1039,731,114,10,2.6228070175438596,8.891153770860452,11,-1
842,546,95,12,2.3684210526315788,5.154442509553157,9,-1
1603,949,142,18,2.7816901408450705,8.642057055469573,5,-1
517,368,57,5,2.6315789473684212,7.957768332469028,3,-1
370,282,45,4,2.7777777777777777,10.878157738045749,1,-1
426,346,47,4,3.0851063829787235,11.745747090288848,4,-1
745,595,91,9,2.791208791208791,9.369394353235146,0,-1
463,347,62,5,2.274193548387097,4.003884166234514,11,-1
453,370,54,3,2.888888888888889,14.487543650727664,3,-1
471,355,51,4,2.7058823529411766,6.301639784888442,7,-1
1437,946,132,14,3.0606060606060606,12.09846166825577,17,-1
1650,974,148,15,2.6554054054054053,7.6211117633629835,7,-1
984,664,96,10,2.8333333333333335,9.322680302911344,12,-1
397,319,47,3,2.9361702127659575,15.363327528659473,7,-1
699,468,81,15,2.4691358024691357,6.506665806229508,11,-1
575,429,61,5,2.8524590163934427,9.73499870934426,8,-1
437,346,58,4,2.5517241379310347,9.934710415586288,9,-1
1970,1491,215,13,2.8976744186046512,13.02526641196775,14,-1
635,471,73,8,2.493150684931507,8.891153770860452,4,-1
386,302,42,3,2.880952380952381,10.258885019106316,2,-1
496,325,60,11,2.15,3.8198806347151097,11,-1
1283,1023,132,13,3.272727272727273,12.553279569776885,3,-1
733,564,87,6,2.781609195402299,10.878157738045749,9,-1
917,628,91,7,2.89010989010989,11.13297278325115,8,-1
1007,822,120,10,2.908333333333333,10.510994216612493,0,-1
2413,1487,233,22,2.587982832618026,10.20071426058285,15,-1
663,450,79,12,2.4556962025316458,5.154442509553157,4,-1
706,530,87,3,2.5172413793103448,14.487543650727664,10,-1
363,281,42,4,2.5714285714285716,8.891153770860452,4,-1
359,285,48,3,2.5625,7.268771825363832,7,-1
891,699,113,10,2.6991150442477876,10.878157738045749,8,-1
414,330,42,5,3.5,13.163550243927082,3,-1
557,408,63,8,2.888888888888889,8.891153770860452,4,-1
496,371,56,5,2.767857142857143,9.73499870934426,4,-1
364,275,49,2,2.326530612244898,6.301639784888442,4,-1
487,358,58,6,2.5689655172413794,10.878157738045749,4,-1
551,261,45,9,2.3555555555555556,5.9441025139069685,7,-1
2314,1592,229,18,2.8995633187772927,12.378399914199916,10,-1
986,681,86,8,3.0930232558139537,12.938085583204359,11,-1
1766,1258,186,14,2.71505376344086,10.61719992645707,12,-1
738,552,86,6,2.63953488372093,8.891153770860452,6,-1
449,342,60,4,2.45,9.934710415586288,8,-1
379,271,43,3,2.627906976744186,10.258885019106316,5,-1
1199,952,124,8,3.2580645161290325,16.88305527823158,11,-1
448,332,57,6,2.3684210526315788,6.301639784888442,4,-1
692,436,69,10,2.463768115942029,5.641636611941087,11,-1
1519,1005,155,12,2.8129032258064517,10.878157738045749,8,-1
411,312,49,4,2.693877551020408,7.706663764329736,10,-1
483,315,57,5,2.175438596491228,9.73499870934426,13,-1
631,435,72,9,2.375,8.891153770860452,11,-1
503,395,66,4,2.621212121212121,13.311730656290681,14,-1
1454,709,111,26,2.5225225225225225,7.199023601971002,14,-1
451,319,47,2,2.872340425531915,18.804919354665326,6,-1
627,398,53,4,3.1132075471698113,14.02909152985272,10,-1
432,336,59,5,2.3559322033898304,10.510994216612493,4,-1
408,317,45,2,2.888888888888889,16.59028415717215,4,-1
566,424,68,5,2.5588235294117645,5.641636611941087,12,-1
530,430,61,4,2.918032786885246,15.988616627549582,12,-1
2777,2160,315,24,2.9460317460317462,12.553279569776885,10,-1
924,595,89,9,2.7191011235955056,7.84716472685923,4,-1
851,662,112,9,2.455357142857143,8.385519713184589,5,-1
1083,753,117,9,2.7264957264957266,12.553279569776885,3,-1
605,478,72,5,2.9305555555555554,14.305932098603726,6,-1
470,359,52,3,2.9038461538461537,12.553279569776885,4,-1
1702,1217,190,15,2.7157894736842105,11.233273223882176,6,-1
699,517,80,5,2.725,14.305932098603726,13,-1
621,456,71,7,2.464788732394366,4.775795473477756,4,-1
360,255,40,4,2.75,7.706663764329736,4,-1
689,526,97,5,2.288659793814433,7.957768332469028,6,-1
400,277,42,3,3.0476190476190474,14.487543650727664,3,-1
695,451,65,5,2.953846153846154,13.746656526320576,11,-1
1051,760,117,11,2.6837606837606836,9.2842839462516,10,-1
1029,615,99,10,2.696969696969697,8.437454917911632,16,-1
834,596,78,10,3.128205128205128,10.878157738045749,13,-1
529,406,63,3,2.8253968253968256,12.553279569776885,4,-1
375,289,43,2,2.953488372093023,17.732307541720903,2,-1
610,472,69,5,2.9130434782608696,12.553279569776885,9,-1
589,441,82,7,2.2560975609756095,4.775795473477756,8,-1
1192,917,141,11,2.765957446808511,10.712832644283601,21,-1
1977,1315,186,20,2.9946236559139785,10.696158931746231,9,-1
357,274,40,3,2.825,11.46388043860048,5,-1
927,596,108,14,2.2962962962962963,4.142658933121247,6,-1
382,308,44,3,2.9318181818181817,12.553279569776885,6,-1
1191,820,126,20,2.7698412698412698,7.706663764329736,8,-1
366,272,41,2,2.902439024390244,10.878157738045749,3,-1
735,549,95,5,2.536842105263158,11.233273223882176,4,-1
446,354,50,4,3.14,14.711394885889952,5,-1
649,491,75,3,2.7333333333333334,13.555085461904095,9,-1
915,732,122,6,2.4918032786885247,8.120832257786885,10,-1
340,261,44,5,2.3636363636363638,6.898328263160288,8,-1
565,426,72,5,2.5833333333333335,8.891153770860452,8,-1
829,594,89,9,2.7752808988764044,9.824263257259968,7,-1
355,275,42,2,2.857142857142857,14.02909152985272,5,-1
1155,770,115,10,2.8434782608695652,10.510994216612493,9,-1
909,623,95,5,2.8210526315789473,12.553279569776885,4,-1
889,699,114,8,2.6315789473684212,11.32030390007297,6,-1
762,543,77,8,2.9740259740259742,11.32030390007297,3,-1
623,497,75,5,2.8266666666666667,13.746656526320576,8,-1
395,296,46,6,2.739130434782609,6.301639784888442,2,-1
713,566,86,6,2.895348837209302,14.02909152985272,4,-1
1204,986,143,5,2.958041958041958,20.210932518115328,8,-1
1559,1131,169,20,2.8402366863905324,9.73499870934426,7,-1
1446,1047,156,17,2.8846153846153846,10.554856019955725,4,-1
355,262,40,4,2.625,8.891153770860452,3,-1
766,586,101,6,2.396039603960396,8.120832257786885,8,-1
790,649,93,5,3.032258064516129,17.284581515081822,7,-1
714,539,78,10,2.9743589743589745,9.73499870934426,10,-1
383,258,44,2,2.4545454545454546,10.878157738045749,3,-1
404,260,47,5,2.425531914893617,5.641636611941087,1,-1
821,658,97,4,2.8350515463917527,14.711394885889952,10,-1
835,567,80,8,3.1875,12.156248386680327,9,-1
496,399,58,5,2.913793103448276,9.73499870934426,6,-1
1001,769,117,8,2.6837606837606836,11.32030390007297,0,-1
550,407,66,5,2.590909090909091,5.641636611941087,8,-1
765,467,77,5,2.5844155844155843,11.233273223882176,13,-1
1029,648,106,10,2.518867924528302,8.891153770860452,15,-1
740,482,83,11,2.3734939759036147,6.010704656330492,5,-1
706,490,85,12,2.3176470588235296,6.301639784888442,14,-1
764,590,97,5,2.5876288659793816,10.510994216612493,6,-1
1331,1028,143,10,3.090909090909091,13.4582735652283,9,-1
676,521,86,5,2.5930232558139537,13.163550243927082,9,-1
359,289,41,2,2.8292682926829267,8.891153770860452,7,-1
660,539,79,3,2.8354430379746836,14.487543650727664,7,-1
329,252,45,2,2.3777777777777778,10.878157738045749,4,-1
1308,591,95,10,2.568421052631579,8.891153770860452,7,-1
822,614,97,7,2.752577319587629,6.733284051593626,11,-1
818,475,85,13,2.364705882352941,6.0563812220517095,0,-1
486,377,65,4,2.3846153846153846,9.934710415586288,6,-1
489,392,65,4,2.4615384615384617,10.878157738045749,6,-1
608,431,72,7,2.5,8.891153770860452,11,-1
518,373,64,5,2.390625,5.641636611941087,6,-1
2343,1735,262,17,2.7786259541984735,11.597380655369426,18,-1
552,373,60,5,2.55,7.957768332469028,10,-1
535,373,56,6,2.767857142857143,10.878157738045749,6,-1
890,513,80,13,2.5,6.985571630814135,8,-1
1018,725,119,7,2.5294117647058822,7.5221387261517805,4,-1
388,303,45,2,2.8444444444444446,12.553279569776885,4,-1
842,631,98,7,2.7551020408163267,12.09846166825577,6,-1
611,461,73,6,2.6986301369863015,7.268771825363832,2,-1
395,297,40,2,3.075,10.878157738045749,2,-1
920,669,104,12,2.644230769230769,9.599537510616244,6,-1
431,316,45,2,2.911111111111111,12.553279569776885,6,-1
677,505,75,5,2.8666666666666667,14.844079897039897,15,-1
611,468,80,6,2.5875,10.878157738045749,5,-1
409,250,41,5,2.5853658536585367,4.003884166234514,8,-1
369,253,43,4,2.488372093023256,8.891153770860452,6,-1
454,361,56,4,2.6607142857142856,8.891153770860452,4,-1
617,469,61,5,3.4918032786885247,15.865536664938057,5,-1
1241,824,120,6,3.0,15.782948441619796,11,-1
591,462,70,6,2.8285714285714287,8.120832257786885,0,-1
412,309,49,4,2.5918367346938775,8.891153770860452,2,-1
410,236,46,9,2.1956521739130435,2.997051256953484,4,-1
991,761,134,10,2.3507462686567164,6.301639784888442,2,-1
574,351,60,7,2.5,4.775795473477756,2,-1
1106,775,118,9,2.830508474576271,13.229613887448382,8,-1
1063,838,132,9,2.6893939393939394,8.385519713184589,11,-1
368,272,40,3,2.925,11.46388043860048,2,-1
316,243,42,2,2.5,10.878157738045749,3,-1
775,557,89,9,2.561797752808989,2.997051256953484,16,-1
440,356,50,3,3.1,13.555085461904095,12,-1
655,517,75,3,2.8,13.555085461904095,7,-1
955,759,112,9,2.8839285714285716,11.076856104781434,15,-1
355,238,41,5,2.4878048780487805,7.957768332469028,6,-1
637,442,71,12,2.732394366197183,5.154442509553157,8,-1
523,401,61,6,2.5737704918032787,6.301639784888442,9,-1
637,443,62,5,2.903225806451613,11.233273223882176,6,-1
1087,708,104,13,2.8173076923076925,8.182678620138727,7,-1
418,343,46,3,3.0869565217391304,14.487543650727664,2,-1
525,348,56,11,2.4642857142857144,4.6671419731257995,12,-1
613,437,57,6,3.3508771929824563,13.063825981112037,0,-1
1189,808,105,11,3.2666666666666666,12.553279569776885,8,-1
959,730,116,7,2.7844827586206895,10.61719992645707,7,-1
1127,803,126,10,2.7777777777777777,11.911652498703544,13,-1
444,303,52,7,2.2884615384615383,5.8378937693874695,6,-1
661,516,73,4,3.0,15.988616627549582,5,-1
1447,968,142,13,2.887323943661972,11.286910333635037,3,-1
907,632,112,20,2.3660714285714284,4.89249935467213,8,-1
1129,692,117,9,2.4444444444444446,8.891153770860452,6,-1
578,379,61,9,2.8360655737704916,9.369394353235146,6,-1
662,509,79,4,2.759493670886076,12.553279569776885,12,-1
387,281,45,6,2.6,7.268771825363832,1,-1
1272,904,157,15,2.484076433121019,7.268771825363832,2,-1
414,253,40,6,2.8,7.268771825363832,10,-1
2386,1926,316,29,2.579113924050633,10.03644253389357,12,-1
1238,897,131,9,2.9389312977099236,11.838205027813938,9,-1
318,251,40,3,2.5,7.268771825363832,8,-1
809,436,71,12,2.5774647887323945,5.154442509553157,10,-1
827,595,96,10,2.5729166666666665,7.447039948519948,7,-1
453,351,49,5,3.061224489795918,13.163550243927082,0,-1
710,524,72,6,3.013888888888889,10.878157738045749,6,-1
462,353,59,4,2.559322033898305,6.301639784888442,8,-1
859,638,94,15,2.7872340425531914,8.591366010968818,13,-1
557,400,62,3,2.6129032258064515,12.553279569776885,4,-1
609,472,78,4,2.576923076923077,10.878157738045749,7,-1
348,282,41,2,2.926829268292683,17.732307541720903,1,-1
522,436,58,3,3.086206896551724,16.19166451557377,5,-1
615,365,65,11,2.276923076923077,5.3814163221418,2,-1
1089,877,137,10,2.7445255474452557,10.130466259057664,17,-1
414,305,42,5,2.857142857142857,9.73499870934426,4,-1
656,499,77,7,2.6103896103896105,9.501590946955513,6,-1
513,382,57,5,2.807017543859649,8.891153770860452,5,-1
627,374,62,8,2.5806451612903225,4.4705768854302255,6,-1
1034,838,114,9,3.0526315789473686,12.553279569776885,8,-1
388,260,43,4,2.6744186046511627,9.934710415586288,1,-1
371,283,40,4,3.0,10.878157738045749,0,-1
506,378,53,5,2.8679245283018866,7.957768332469028,7,-1
1443,1069,159,14,2.7672955974842766,10.61719992645707,9,-1
1079,780,104,9,2.980769230769231,11.838205027813938,16,-1
1848,1376,194,19,2.865979381443299,9.56356925659345,18,-1
632,473,69,8,2.7681159420289854,10.417171745466554,4,-1
533,433,73,3,2.410958904109589,10.258885019106316,5,-1
1213,975,141,7,2.950354609929078,15.723690421485665,7,-1
588,423,73,4,2.5205479452054793,11.745747090288848,8,-1
650,356,71,11,2.0140845070422535,0.05,6,-1
345,230,41,6,2.2195121951219514,5.154442509553157,7,-1
1297,960,162,13,2.4753086419753085,8.182678620138727,7,-1
627,495,79,6,2.6835443037974684,8.891153770860452,7,-1
396,311,50,5,2.44,5.641636611941087,2,-1
657,527,81,6,2.7777777777777777,12.020978795960394,7,-1
486,378,54,4,3.0925925925925926,12.553279569776885,1,-1
762,604,100,5,2.67,13.163550243927082,4,-1
669,525,79,4,2.949367088607595,13.311730656290681,0,-1
641,486,78,6,2.7435897435897436,10.258885019106316,2,-1
334,260,40,3,2.9,12.553279569776885,2,-1
354,286,43,2,2.8372093023255816,14.02909152985272,3,-1
384,302,48,5,2.7291666666666665,9.73499870934426,0,-1
742,554,92,6,2.5434782608695654,9.599537510616244,9,-1
972,739,120,10,2.5416666666666665,8.437454917911632,0,-1
517,412,61,4,2.901639344262295,13.311730656290681,8,-1
3652,2879,409,27,3.002444987775061,14.587458639793399,0,-1
906,603,92,7,2.7282608695652173,12.09846166825577,8,-1
1595,1146,192,16,2.4739583333333335,9.934710415586288,11,-1
1642,1092,185,14,2.454054054054054,8.891153770860452,10,-1
401,323,46,4,2.8260869565217392,7.706663764329736,7,-1
504,354,52,6,2.8076923076923075,6.301639784888442,8,-1
455,334,49,4,2.795918367346939,10.878157738045749,7,-1
445,270,49,5,2.122448979591837,4.003884166234514,4,-1
512,416,50,2,3.34,19.819420831172575,8,-1
571,451,73,6,2.4794520547945207,8.120832257786885,15,-1
974,678,110,9,2.6,9.824263257259968,12,-1
402,276,40,5,2.875,9.73499870934426,4,-1
571,447,78,6,2.423076923076923,5.154442509553157,11,-1
546,342,50,4,2.68,11.745747090288848,6,-1
578,452,58,3,3.2413793103448274,14.487543650727664,10,-1
643,446,70,6,2.742857142857143,8.891153770860452,7,-1
483,376,53,3,3.018867924528302,13.555085461904095,3,-1
388,321,44,3,3.1363636363636362,12.553279569776885,1,-1
1369,846,141,18,2.5531914893617023,8.120832257786885,7,-1
698,503,82,8,2.524390243902439,4.4705768854302255,15,-1
641,398,62,6,2.6451612903225805,9.599537510616244,9,-1
578,463,64,5,3.03125,13.746656526320576,12,-1
456,338,48,7,2.7291666666666665,5.8378937693874695,4,-1
1337,828,113,18,3.1150442477876106,9.369394353235146,4,-1
504,394,66,5,2.4242424242424243,6.898328263160288,4,-1
559,404,57,6,3.017543859649123,11.46388043860048,4,-1
388,290,46,4,2.652173913043478,8.891153770860452,8,-1
675,538,86,5,2.6511627906976742,14.305932098603726,6,-1
453,324,51,4,2.6470588235294117,8.891153770860452,2,-1
499,333,52,5,2.576923076923077,6.898328263160288,3,-1
887,664,115,10,2.4521739130434783,7.957768332469028,5,-1
1276,920,133,13,2.9849624060150375,11.551344403021897,10,-1
2123,1556,223,14,3.004484304932735,15.363327528659473,24,-1
919,622,115,4,2.3391304347826085,14.02909152985272,17,-1
660,470,75,4,2.76,12.553279569776885,3,-1
662,415,81,10,2.1728395061728394,6.898328263160288,5,-1
418,334,56,4,2.5714285714285716,10.878157738045749,5,-1
823,624,87,10,2.9770114942528734,9.322680302911344,9,-1
605,433,65,4,2.6307692307692307,7.706663764329736,2,-1
828,617,114,9,2.219298245614035,4.217759856592294,10,-1
576,403,68,3,2.338235294117647,5.154442509553157,4,-1
414,304,49,4,2.6122448979591835,8.891153770860452,7,-1
410,313,44,3,2.909090909090909,16.19166451557377,3,-1
671,554,61,3,3.8524590163934427,23.991957591920787,4,-1
593,459,70,3,2.8142857142857145,16.19166451557377,3,-1
1316,674,110,12,2.5636363636363635,8.120832257786885,4,-1
466,245,41,9,2.658536585365854,5.154442509553157,7,-1
845,680,95,6,3.221052631578947,17.732307541720903,4,-1
487,392,64,5,2.484375,6.898328263160288,7,-1
1085,630,91,9,2.8241758241758244,9.369394353235146,5,-1
440,322,51,2,2.5686274509803924,15.363327528659473,5,-1
1087,834,119,7,2.9327731092436973,12.553279569776885,18,-1
667,490,78,8,2.551282051282051,7.706663764329736,3,-1
747,585,98,8,2.5408163265306123,7.706663764329736,5,-1
1663,1314,198,12,2.696969696969697,11.46388043860048,14,-1
598,485,66,5,3.242424242424242,13.746656526320576,12,-1
333,250,41,2,2.5121951219512195,17.732307541720903,3,-1
319,246,40,3,2.55,5.154442509553157,2,-1
744,568,84,5,2.761904761904762,12.553279569776885,3,-1
484,386,61,6,2.5737704918032787,5.154442509553157,4,-1
679,508,75,6,2.8933333333333335,11.46388043860048,10,-1
1214,721,110,26,2.6363636363636362,6.0563812220517095,9,-1
353,267,45,3,2.488888888888889,8.891153770860452,5,-1
2016,1308,189,21,2.814814814814815,9.30258779760457,6,-1
501,318,47,4,2.893617021276596,7.706663764329736,8,-1
701,569,79,4,2.9873417721518987,13.311730656290681,2,-1
431,330,46,3,3.0434782608695654,11.46388043860048,0,-1
464,362,53,5,2.660377358490566,9.73499870934426,1,-1
599,465,63,6,3.0317460317460316,12.020978795960394,9,-1
481,388,53,2,3.0754716981132075,20.784343490933107,2,-1
988,679,104,12,2.826923076923077,10.573077813390276,6,-1
678,497,75,5,2.8266666666666667,11.233273223882176,6,-1
667,488,74,11,2.7567567567567566,8.891153770860452,8,-1
1455,1179,189,13,2.7566137566137567,11.286910333635037,0,-1
470,233,44,7,2.227272727272727,0.05,8,-1
1338,956,132,12,2.977272727272727,12.553279569776885,6,-1
522,399,55,3,3.0,16.97952056812793,3,-1
375,289,43,2,3.0930232558139537,17.732307541720903,2,-1
389,296,43,3,2.9069767441860463,11.46388043860048,5,-1
622,475,70,6,2.942857142857143,10.878157738045749,5,-1
672,480,74,7,2.72972972972973,10.07492607739044,5,-1
476,360,58,4,2.6379310344827585,4.4705768854302255,6,-1
990,755,109,7,2.981651376146789,13.416568103187252,12,-1
561,440,58,5,3.0517241379310347,13.746656526320576,2,-1
1117,872,118,9,3.152542372881356,13.229613887448382,11,-1
1057,705,120,13,2.425,6.985571630814135,9,-1
520,387,53,6,2.9056603773584904,6.301639784888442,10,-1
571,362,57,7,2.789473684210526,7.5221387261517805,10,-1
404,316,50,3,2.7,12.553279569776885,4,-1
1631,1083,170,11,2.6941176470588237,12.553279569776885,24,-1
781,595,82,5,2.975609756097561,13.163550243927082,4,-1
812,588,86,10,2.9069767441860463,9.73499870934426,2,-1
1244,917,129,11,2.953488372093023,11.040996315166337,15,-1
804,606,98,6,2.4591836734693877,8.120832257786885,2,-1
646,491,80,4,2.6875,11.745747090288848,9,-1
437,317,54,3,2.6296296296296298,11.46388043860048,4,-1
1090,826,124,15,2.8870967741935485,10.75716893799041,4,-1
685,413,76,6,2.276315789473684,7.268771825363832,6,-1
813,589,85,9,2.835294117647059,7.268771825363832,17,-1
696,475,79,10,2.481012658227848,6.301639784888442,0,-1
832,631,104,4,2.4711538461538463,11.745747090288848,6,-1
663,477,75,5,2.7733333333333334,11.911652498703544,4,-1
419,324,44,4,3.159090909090909,10.878157738045749,4,-1
1188,760,108,10,2.824074074074074,9.322680302911344,9,-1
366,289,42,3,2.761904761904762,10.258885019106316,11,-1
494,365,58,7,2.6724137931034484,5.8378937693874695,11,-1
510,390,57,5,2.7719298245614037,10.510994216612493,0,-1
2416,1800,291,23,2.6082474226804124,9.081307864264756,16,-1
370,276,43,3,2.697674418604651,10.258885019106316,5,-1
1125,823,111,13,2.981981981981982,10.160246135632748,9,-1
729,529,78,8,2.8461538461538463,11.32030390007297,8,-1
330,243,42,3,2.5714285714285716,13.555085461904095,4,-1
716,543,89,6,2.5280898876404496,10.878157738045749,14,-1
794,646,91,4,2.967032967032967,16.59028415717215,17,-1
582,435,70,6,2.6857142857142855,11.46388043860048,4,-1
373,295,41,5,2.902439024390244,8.891153770860452,2,-1
544,414,61,3,2.737704918032787,11.46388043860048,8,-1
428,334,51,5,2.764705882352941,13.163550243927082,0,-1
1081,835,153,10,2.392156862745098,8.437454917911632,6,-1
560,416,63,4,2.7301587301587302,8.891153770860452,3,-1
484,385,53,3,3.0377358490566038,13.555085461904095,7,-1
354,261,41,4,2.707317073170732,8.891153770860452,0,-1
424,325,53,6,2.5849056603773586,8.891153770860452,0,-1
364,289,40,2,3.15,15.363327528659473,2,-1
704,532,79,5,2.8734177215189876,11.233273223882176,8,-1
488,381,61,4,2.6065573770491803,8.891153770860452,8,-1
610,457,76,5,2.513157894736842,10.510994216612493,8,-1
429,339,48,3,2.9791666666666665,15.363327528659473,3,-1
1620,906,148,8,2.5067567567567566,11.745747090288848,10,-1
1199,889,118,11,3.2033898305084745,12.265809428768936,3,-1
504,368,66,5,2.484848484848485,10.510994216612493,4,-1
403,279,55,6,2.272727272727273,8.120832257786885,3,-1
358,276,46,4,2.8260869565217392,10.878157738045749,1,-1
609,421,60,10,2.816666666666667,7.447039948519948,6,-1
435,326,49,5,2.7346938775510203,5.641636611941087,4,-1
566,442,67,5,2.746268656716418,9.73499870934426,10,-1
391,308,50,4,2.48,9.934710415586288,2,-1
460,345,55,4,2.6363636363636362,9.934710415586288,3,-1
750,526,77,8,2.8181818181818183,10.878157738045749,8,-1
356,238,41,2,2.268292682926829,6.301639784888442,4,-1
